2023:11:05:13:40:45; 3911.394288301468; 1375758.4377280541; ["h","b","o","z","g","x","v","k","l","#'","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","p","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:41:16; 3941.550514936447; 1375758.4377280541; ["h","b","o","z","g","x","v","k","l","#'","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","p","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:41:48; 3973.5348751544952; 1375758.4377280541; ["h","b","o","z","g","x","v","k","l","#'","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","p","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:42:21; 4007.003661632538; 1375758.4377280541; ["h","b","o","z","g","x","v","k","l","#'","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","p","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:42:52; 4037.4880385398865; 1375758.4377280541; ["h","b","o","z","g","x","v","k","l","#'","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","p","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:43:22; 4067.5974113941193; 1375758.4377280541; ["h","b","o","z","g","x","v","k","l","#'","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","p","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:43:52; 4097.706786394119; 1374294.4127346894; ["h","b","o","z","g","x","v","k","l","p","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","#'","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:44:22; 4128.441164493561; 1374294.4127346894; ["h","b","o","z","g","x","v","k","l","p","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","#'","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:44:53; 4159.03487610817; 1374294.4127346894; ["h","b","o","z","g","x","v","k","l","p","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","#'","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:45:23; 4188.863039016724; 1374294.4127346894; ["h","b","o","z","g","x","v","k","l","p","ä","+*~","s","t","e€","d","c","u","i","n","r","a","m","q@","#'","ö","ü","f","y","j","<>|","w",",;","-_",".:"]
2023:11:05:13:52:59; 4645.345463991165; 1369855.3760177451; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:53:29; 4674.954860687256; 1369855.3760177451; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:54:00; 4705.454838752747; 1369855.3760177451; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:54:30; 4735.798589229584; 1369855.3760177451; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:55:01; 4767.220427036285; 1369855.3760177451; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:55:32; 4798.126714706421; 1369855.3760177451; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:56:03; 4829.376716136932; 1369855.3760177451; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:56:35; 4860.689215183258; 1369855.3760177451; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:57:06; 4892.407963752747; 1369855.3760177451; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:57:36; 4922.361089468002; 1369101.455064116; ["c","z","o","b","ö","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","g","ü","f","+*~","j","<>|","ä","q@","x",".:"]
2023:11:05:13:58:07; 4952.954841136932; 1363333.450742058; ["c","g","o","b","z","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","ö","ü","f","q@","j","<>|","ä","+*~","x",".:"]
2023:11:05:13:58:38; 4984.157927751541; 1361889.652388413; ["c","g","o","b","z","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y",".:","#'","ü","f","ö","j","<>|","ä","q@","x","+*~"]
2023:11:05:13:59:09; 5014.579839468002; 1361830.7799092755; ["c","g","o","b","z","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","q@","x",".:"]
2023:11:05:13:59:39; 5044.611089468002; 1361830.7799092755; ["c","g","o","b","z","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","q@","x",".:"]
2023:11:05:14:01:40; 5165.953389167786; 1361830.7799092755; ["c","g","o","b","z","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","q@","x",".:"]
2023:11:05:14:02:10; 5195.969012737274; 1361830.7799092755; ["c","g","o","b","z","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","q@","x",".:"]
2023:11:05:14:02:41; 5226.6565153598785; 1361830.7799092755; ["c","g","o","b","z","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","q@","x",".:"]
2023:11:05:14:03:11; 5256.531477689743; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:03:40; 5286.312767267227; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:04:11; 5316.5783886909485; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:04:41; 5347.2502636909485; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:05:13; 5378.500263214111; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:05:43; 5408.547140598297; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
